0.00000000000000e+00    	0.00000000000000e+00 	 1.00000000000000e+00  	-1.13310777950000e-15    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	2.16180640937192e-12 	 1.00000000000676e+00   -1.13310777950000e-15 	3.59038319487049e-10	 1.35001860661581e-09	2.43610832725192e-34		1.00000000000000e+00
6.00000000000000e-02    	6.73833081535310e-11 	 1.00000000042813e+00   -1.13310777950000e-15 	5.53638365066136e-09	 4.26217588159052e-08	1.17876675716269e-31		1.00000000000000e+00
9.00000000000000e-02    	4.89507624875561e-10 	 1.00000000479634e+00   -1.13310777950000e-15 	2.63176234097853e-08	 3.16584080571112e-07	4.11538452794379e-30		1.00000000000005e+00
1.20000000000000e-01    	1.93524389197399e-09 	 1.00000002633319e+00   -1.13310777950000e-15 	7.58442825181502e-08	 1.29347421624814e-06	4.75721725161016e-29		1.00000000000084e+00
1.50000000000000e-01    	5.42093283625881e-09 	 1.00000009750725e+00   -1.13310777950000e-15 	1.63043805249745e-07	 3.79255797663305e-06	2.91103190024986e-28		1.00000000000721e+00
1.80000000000000e-01    	1.20691754766543e-08 	 1.00000028069256e+00   -1.13310777949998e-15 	2.84691338304381e-07	 8.98136404792262e-06	1.14562557695545e-27		1.00000000004037e+00
2.10000000000000e-01    	2.26203936532208e-08 	 1.00000067756238e+00   -1.13310777949992e-15 	4.17208628787809e-07	 1.82908878447028e-05	3.12164880870932e-27		1.00000000016737e+00
2.40000000000000e-01    	3.67097852344706e-08 	 1.00000143463342e+00   -1.13310777949978e-15 	5.09435156033237e-07	 3.32441265594789e-05	5.63944381107185e-27		1.00000000055272e+00
2.70000000000000e-01    	5.19576179472038e-08 	 1.00000274244387e+00   -1.13310777949962e-15 	4.77613667956201e-07	 5.52051625227718e-05	3.65005174376917e-27		1.00000000152392e+00
3.00000000000000e-01    	6.29565595347555e-08 	 1.00000482621359e+00   -1.13310777949976e-15 	2.03710387017287e-07	 8.50658596112599e-05	-1.89567911855023e-26		1.00000000361812e+00
3.30000000000000e-01    	6.02700165265791e-08 	 1.00000792648525e+00   -1.13310777950132e-15 	-4.62049916055545e-07	 1.22896255421358e-04	-9.90852861064205e-26		1.00000000755185e+00
3.60000000000000e-01    	2.95770861886276e-08 	 1.00001226914368e+00   -1.13310777950695e-15 	-1.69388392738561e-06	 1.67592130420152e-04	-3.04992795698773e-25		1.00000001404500e+00
3.90000000000000e-01    	-4.88894010029109e-08 	 1.00001802529769e+00   -1.13310777952192e-15 	-3.67821469900258e-06	 2.16558312110328e-04	-7.42378371969557e-25		1.00000002345552e+00
