0.00000000000000e+00    	0.00000000000000e+00 	 5.51091059620000e-16  	9.00000000000000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	3.58719261606842e-23 	 8.12123472779787e-13   9.00000000000000e+00 	1.31432606003241e-20	 1.62131951467428e-10	-7.31830730497534e-23		1.00000000000000e+00
6.00000000000000e-02    	7.18483082567947e-20 	 5.14167995377835e-11   9.00000000000000e+00 	1.31006085846190e-17	 5.11870646397798e-09	-3.54113046739736e-20		1.00000000000000e+00
9.00000000000000e-02    	5.98667288079309e-18 	 5.76021974787185e-10   9.00000000000000e+00 	7.22781427740361e-16	 3.80205101755757e-08	-1.23630173547914e-18		1.00000000000000e+00
1.20000000000000e-01    	1.34541596937183e-16 	 3.16251334499426e-09   9.00000000000000e+00 	1.20654735393667e-14	 1.55341204051052e-07	-1.42911463859475e-17		1.00000000000001e+00
1.50000000000000e-01    	1.46436708418809e-15 	 1.17102405497998e-08   9.00000000000000e+00 	1.03727343921187e-13	 4.55471454674973e-07	-8.74502569284141e-17		1.00000000000010e+00
1.80000000000000e-01    	1.00152415322734e-14 	 3.37100862523527e-08   9.00000000000000e+00 	5.81719199041220e-13	 1.07862704646882e-06	-3.44157217873812e-16		1.00000000000058e+00
2.10000000000000e-01    	4.94382791261363e-14 	 8.13726207475549e-08   9.00000000000000e+00 	2.41267252415367e-12	 2.19666529422806e-06	-9.37774165188654e-16		1.00000000000241e+00
2.40000000000000e-01    	1.91247511671990e-13 	 1.72293954546918e-07   9.00000000000000e+00 	7.97000616672237e-12	 3.99249282896265e-06	-1.69414426837518e-15		1.00000000000797e+00
2.70000000000000e-01    	6.11094583497674e-13 	 3.29357026523995e-07   9.00000000000000e+00 	2.19779984576234e-11	 6.62993137857369e-06	-1.09650644752569e-15		1.00000000002198e+00
3.00000000000000e-01    	1.67096305447475e-12 	 5.79609929617268e-07   9.00000000000000e+00 	5.21842186524772e-11	 1.02160908395464e-05	5.69483709999251e-15		1.00000000005218e+00
3.30000000000000e-01    	4.00731061006282e-12 	 9.51940973207456e-07   9.00000000000000e+00 	1.08919479041422e-10	 1.47593821138886e-05	2.97663122706188e-14		1.00000000010892e+00
3.60000000000000e-01    	8.57674404661496e-12 	 1.47347808592698e-06   9.00000000000000e+00 	2.02551231763876e-10	 2.01271910444905e-05	9.16231740856768e-14		1.00000000020255e+00
3.90000000000000e-01    	1.65848242800783e-11 	 2.16477074549426e-06   9.00000000000000e+00 	3.38202173080638e-10	 2.60078449451626e-05	2.23018536344310e-13		1.00000000033820e+00
4.20000000000000e-01    	2.92194472430827e-11 	 3.03395645681503e-06   9.00000000000001e+00 	5.08219295169123e-10	 3.18817668863049e-05	4.65067357311289e-13		1.00000000050822e+00
4.50000000000000e-01    	4.71510662376278e-11 	 4.07025974095793e-06   9.00000000000003e+00 	6.84734884381947e-10	 3.70065840623213e-05	8.60123284209532e-13		1.00000000068474e+00
4.80000000000000e-01    	6.98655456762499e-11 	 5.23730749920467e-06   9.00000000000006e+00 	8.16888563764393e-10	 4.04204150205801e-05	1.43592411559501e-12		1.00000000081690e+00
5.10000000000000e-01    	9.50621249214149e-11 	 6.46685814520329e-06   9.00000000000012e+00 	8.39103446412080e-10	 4.09666143274479e-05	2.18306996813411e-12		1.00000000083913e+00
5.40000000000000e-01    	1.18551190679630e-10 	 7.65362139883384e-06   9.00000000000019e+00 	6.97165038453542e-10	 3.73419394782698e-05	3.03089087378928e-12		1.00000000069721e+00
5.70000000000000e-01    	1.35263700092476e-10 	 8.65188099016838e-06   9.00000000000029e+00 	3.96664770105088e-10	 2.81684886358847e-05	3.83145143545180e-12		1.00000000039673e+00
6.00000000000000e-01    	1.42048210588267e-10 	 9.27461595391439e-06   9.00000000000042e+00 	7.29661054660126e-11	 1.20879294191407e-05	4.36542046723154e-12		1.00000000007306e+00
6.30000000000000e-01    	1.42785889911228e-10 	 9.29574296017059e-06   9.00000000000055e+00 	7.33925588647425e-11	 -1.21253905245018e-05	4.38491960687073e-12		1.00000000007351e+00
6.60000000000000e-01    	1.55923721334134e-10 	 8.45597105034594e-06   9.00000000000067e+00 	1.03215082584297e-09	 -4.54377652925654e-05	3.70534543526830e-12		1.00000000103230e+00
6.90000000000000e-01    	2.23795051540860e-10 	 6.47257395688682e-06   9.00000000000077e+00 	3.90914667314911e-09	 -8.84229458896706e-05	2.34923349840663e-12		1.00000000390931e+00
7.20000000000000e-01    	4.22140163746433e-10 	 3.05315062590203e-06   9.00000000000081e+00 	9.95880462378010e-09	 -1.41130965817849e-04	7.30498331465670e-13		1.00000000995897e+00
7.50000000000000e-01    	8.67242825785934e-10 	 -2.08682774392699e-06   9.00000000000082e+00 	2.05979420704157e-08	 -2.02968534939328e-04	-1.51318509859388e-13		1.00000002059811e+00
7.80000000000000e-01    	1.71734731705332e-09 	 -9.20318176649709e-06   9.00000000000083e+00 	3.71554979971751e-08	 -2.72601077693136e-04	1.44402953134741e-12		1.00000003715567e+00
8.10000000000000e-01    	3.16485693106279e-09 	 -1.84996992299452e-05   9.00000000000095e+00 	6.05122662199952e-08	 -3.47886404589490e-04	8.05082273192475e-12		1.00000006051248e+00
8.40000000000000e-01    	5.41656217635668e-09 	 -3.01034121348225e-05   9.00000000000139e+00 	9.06734839536812e-08	 -4.25849261683852e-04	2.28845824530126e-11		1.00000009067380e+00
8.70000000000000e-01    	8.66100757288403e-09 	 -4.40398235515594e-05   9.00000000000244e+00 	1.26355401221646e-07	 -5.02704586083879e-04	4.95139758673674e-11		1.00000012635595e+00
9.00000000000000e-01    	1.30250594223756e-08 	 -6.02096378651498e-05   9.00000000000451e+00 	1.64699826058149e-07	 -5.73935230748328e-04	9.13031760010023e-11		1.00000016470082e+00
9.30000000000000e-01    	1.85254602545407e-08 	 -7.83686824916051e-05   9.00000000000809e+00 	2.01247229067963e-07	 -6.34427274060290e-04	1.50663609961719e-10		1.00000020124898e+00
9.60000000000000e-01    	2.50249980597599e-08 	 -9.81127567483833e-05   9.00000000001373e+00 	2.30288758247195e-07	 -6.78662903911000e-04	2.28218583135207e-10		1.00000023029167e+00
9.90000000000000e-01    	3.22059531939067e-08 	 -1.18869091941963e-04   9.00000000002195e+00 	2.45673103715581e-07	 -7.00967403811962e-04	3.22047996543729e-10		1.00000024567765e+00
1.02000000000000e+00    	3.95746501589355e-08 	 -1.39895948330730e-04   9.00000000003317e+00 	2.42064299444747e-07	 -6.95803142214028e-04	4.27227084579212e-10		1.00000024207101e+00
1.05000000000000e+00    	4.65092556848230e-08 	 -1.60291607402494e-04   9.00000000004762e+00 	2.16538344415087e-07	 -6.58099871264718e-04	5.35885384183867e-10		1.00000021654772e+00
1.08000000000000e+00    	5.23577999990270e-08 	 -1.79013645939581e-04   9.00000000006526e+00 	1.70286269652729e-07	 -5.83607286926422e-04	6.37975280257319e-10		1.00000017029873e+00
1.11000000000000e+00    	5.65847420283459e-08 	 -1.94908912039204e-04   9.00000000008573e+00 	1.10083350857522e-07	 -4.69252900972399e-04	7.22845784953489e-10		1.00000011009914e+00
1.14000000000000e+00    	5.89530517202955e-08 	 -2.06754079278669e-04   9.00000000010837e+00 	4.91176425298250e-08	 -3.13486030676199e-04	7.81570004621363e-10		1.00000004913675e+00
1.17000000000000e+00    	5.97164206355009e-08 	 -2.13306056058066e-04   9.00000000013232e+00 	6.77422100778691e-09	 -1.16587307682307e-04	8.09790729514309e-10		1.00000000679630e+00
