0.00000000000000e+00    	0.00000000000000e+00 	 9.51056516300000e-01  	3.09016994370000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-2.42033440424121e-13 	 9.51056516299689e-01   3.09016994370000e-01 	-4.01713375585667e-11	 -4.49330805195528e-11	-1.53263514764365e-22		1.00000000000000e+00
6.00000000000000e-02    	-7.51913929173857e-12 	 9.51056516296677e-01   3.09016994370000e-01 	-6.16934931837894e-10	 -5.53284996245048e-11	-2.00582273100477e-20		1.00000000000000e+00
9.00000000000000e-02    	-5.44289371460530e-11 	 9.51056516325162e-01   3.09016994370000e-01 	-2.91953000408846e-09	 3.06962136966504e-09	1.67932000108350e-18		1.00000000000000e+00
1.20000000000000e-01    	-2.14333228615659e-10 	 9.51056516615004e-01   3.09016994370000e-01 	-8.36981845848689e-09	 1.99899355210154e-08	5.31380940851138e-17		1.00000000000000e+00
1.50000000000000e-01    	-5.97642210785787e-10 	 9.51056517876638e-01   3.09016994370000e-01 	-1.78757227081418e-08	 7.25625759505264e-08	5.95990881690271e-16		1.00000000000000e+00
1.80000000000000e-01    	-1.32322202336692e-09 	 9.51056521670010e-01   3.09016994370000e-01 	-3.09383210560179e-08	 1.95688154664198e-07	3.90492210159499e-15		1.00000000000002e+00
2.10000000000000e-01    	-2.46235379924556e-09 	 9.51056530794274e-01   3.09016994370000e-01 	-4.47371373002565e-08	 4.36766517558921e-07	1.80154377075560e-14		1.00000000000010e+00
2.40000000000000e-01    	-3.95664729349224e-09 	 9.51056549620377e-01   3.09016994370001e-01 	-5.33320683145703e-08	 8.52394880397286e-07	6.44955177132808e-14		1.00000000000036e+00
2.70000000000000e-01    	-5.51551664584598e-09 	 9.51056584281805e-01   3.09016994370005e-01 	-4.71216074017825e-08	 1.50222544074593e-06	1.89824807459655e-13		1.00000000000113e+00
3.00000000000000e-01    	-6.50286729706610e-09 	 9.51056642640905e-01   3.09016994370014e-01 	-1.26849158901333e-08	 2.44021033677044e-06	4.76558110879804e-13		1.00000000000298e+00
3.30000000000000e-01    	-5.82612476716227e-09 	 9.51056733959755e-01   3.09016994370036e-01 	6.68897766552515e-08	 3.70377591783592e-06	1.04556948518807e-12		1.00000000000686e+00
3.60000000000000e-01    	-1.84328644337952e-09 	 9.51056868225290e-01   3.09016994370081e-01 	2.11124674208417e-07	 5.30175983631667e-06	2.03669770850782e-12		1.00000000001408e+00
3.90000000000000e-01    	7.69502101021755e-09 	 9.51057055107202e-01   3.09016994370164e-01 	4.40700159017957e-07	 7.20218835933069e-06	3.55542490477328e-12		1.00000000002603e+00
4.20000000000000e-01    	2.56516818174935e-08 	 9.51057302562236e-01   3.09016994370300e-01 	7.75463598236551e-07	 9.32114475817855e-06	5.58127267861332e-12		1.00000000004374e+00
4.50000000000000e-01    	5.54424426140308e-08 	 9.51057615137582e-01   3.09016994370501e-01 	1.23198722148992e-06	 1.15140638541410e-05	7.85120219291425e-12		1.00000000006705e+00
4.80000000000000e-01    	1.00896945564861e-07 	 9.51057992066049e-01   3.09016994370767e-01 	1.82081691246684e-06	 1.35707693739131e-05	9.75679929572549e-12		1.00000000009374e+00
5.10000000000000e-01    	1.66034911492222e-07 	 9.51058425283615e-01   3.09016994371073e-01 	2.54360199963443e-06	 1.52154428250349e-05	1.03211109391005e-11		1.00000000011899e+00
5.40000000000000e-01    	2.54757250968663e-07 	 9.51058897532294e-01   3.09016994371361e-01 	3.39033464746277e-06	 1.61124755708301e-05	8.33892580335521e-12		1.00000000013555e+00
5.70000000000000e-01    	3.70459152911257e-07 	 9.51059380734969e-01   3.09016994371537e-01 	4.33695249181935e-06	 1.58788177298436e-05	2.75991786226041e-12		1.00000000013547e+00
6.00000000000000e-01    	5.15579981390513e-07 	 9.51059834841116e-01   3.09016994371488e-01 	5.34356665052527e-06	 1.41030140143981e-05	-6.64426933215962e-12		1.00000000011372e+00
6.30000000000000e-01    	6.91112570596346e-07 	 9.51060207340838e-01   3.09016994371114e-01 	6.35356702079269e-06	 1.03706301233519e-05	-1.83654238235532e-11		1.00000000007396e+00
6.60000000000000e-01    	8.96101665852542e-07 	 9.51060433627996e-01   3.09016994370404e-01 	7.29382684743827e-06	 4.29525212140664e-06	-2.81436647337529e-11		1.00000000003582e+00
6.90000000000000e-01    	1.12716722514227e-06 	 9.51060438360784e-01   3.09016994369522e-01 	8.07617921287463e-06	 -4.44628195228966e-06	-2.81222257083635e-11		1.00000000004250e+00
7.20000000000000e-01    	1.37809251037988e-06 	 9.51060137920431e-01   3.09016994368931e-01 	8.60027104035782e-06	 -1.60762489599173e-05	-6.54470694190023e-12		1.00000000016621e+00
