0.00000000000000e+00    	0.00000000000000e+00 	 -5.51091059620000e-16  	-3.00000000000000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	1.54994752405525e-21 	 5.33324418113195e-12   -3.00000000000000e+00 	5.67891626698519e-19	 1.06555946910763e-09	1.26598185976581e-19		1.00000000000000e+00
6.00000000000000e-02    	3.10438587021154e-18 	 3.37916003311259e-10   -3.00000000000000e+00 	5.66043507159629e-16	 3.36410318441763e-08	6.12574294569638e-17		1.00000000000000e+00
9.00000000000000e-02    	2.58665794197613e-16 	 3.78571273289149e-09   -3.00000000000000e+00 	3.12290342403753e-14	 2.49877425585828e-07	2.13865789599939e-15		1.00000000000003e+00
1.20000000000000e-01    	5.81302061429418e-15 	 2.07845852336156e-08   -3.00000000000000e+00 	5.21298073329681e-13	 1.02092949243503e-06	2.47220174364092e-14		1.00000000000052e+00
1.50000000000000e-01    	6.32680288271483e-14 	 7.69617395820616e-08   -3.00000000000000e+00 	4.48148304927765e-12	 2.99343785751997e-06	1.51278751068034e-13		1.00000000000448e+00
1.80000000000000e-01    	4.32694860379210e-13 	 2.21548563429154e-07   -2.99999999999999e+00 	2.51318627198558e-11	 7.08892511676659e-06	5.95351871097642e-13		1.00000000002513e+00
2.10000000000000e-01    	2.13582686114866e-12 	 5.34795054876198e-07   -2.99999999999996e+00 	1.04228788950277e-10	 1.44368675232364e-05	1.62223999641442e-12		1.00000000010421e+00
2.40000000000000e-01    	8.26183764742088e-12 	 1.13234592173184e-06   -2.99999999999989e+00 	3.44286621178373e-10	 2.62393593620042e-05	2.93067211041023e-12		1.00000000034425e+00
2.70000000000000e-01    	2.63974724052411e-11 	 2.16459182964652e-06   -2.99999999999980e+00 	9.49323753439795e-10	 4.35730655999171e-05	1.89682834640692e-12		1.00000000094931e+00
3.00000000000000e-01    	7.21751099963200e-11 	 3.80929756200746e-06   -2.99999999999988e+00 	2.25382553571189e-09	 6.71419311407371e-05	-9.85140432628260e-12		1.00000000225402e+00
3.30000000000000e-01    	1.73074157904350e-10 	 6.25632212229708e-06   -3.00000000000069e+00 	4.70357579123365e-09	 9.70012338549359e-05	-5.14922502166566e-11		1.00000000470462e+00
3.60000000000000e-01    	3.70381869585676e-10 	 9.68395497823371e-06   -3.00000000000361e+00 	8.74540310672597e-09	 1.32279410299368e-04	-1.58497409457769e-10		1.00000000874892e+00
3.90000000000000e-01    	7.16097205180699e-10 	 1.42272508617803e-05   -3.00000000001139e+00 	1.45987288608124e-08	 1.70928093153701e-04	-3.85796065043175e-10		1.00000001460821e+00
4.20000000000000e-01    	1.26138364989174e-09 	 1.99396908480522e-05   -3.00000000002868e+00 	2.19299643319709e-08	 2.09532532253727e-04	-8.04512296549917e-10		1.00000002195194e+00
4.50000000000000e-01    	2.03494386888132e-09 	 2.67504565898247e-05   -3.00000000006232e+00 	2.95310609677481e-08	 2.43213724345300e-04	-1.48791296811824e-09		1.00000002957646e+00
